Timestamp,Sensor,AccX,AccY,AccZ,GyrX,GyrY,GyrZ,MagX,MagY,MagZ,Temp
2026/04/13 14:56:30.00,IMU,-11.72,-4.88,-1010.25,-1.57,-1.22,-1.11,-27.90,-11.25,-70.35,29.1
2026/04/13 14:56:30.10,IMU,-23.44,-42.97,-988.28,0.07,-4.27,-0.61,-25.80,-10.95,-70.50,28.9
2026/04/13 14:56:30.20,IMU,-4.88,-4.39,-1020.02,-3.19,0.82,-2.73,-26.85,-10.65,-70.80,28.7
2026/04/13 14:56:30.30,IMU,-19.04,-8.79,-1017.09,-0.44,0.79,-0.16,-27.45,-11.25,-69.90,28.8
2026/04/13 14:56:30.40,IMU,-5.86,-21.00,-995.61,-1.83,-0.69,0.21,-26.10,-12.60,-70.80,28.9
2026/04/13 14:56:30.50,IMU,-21.00,-8.79,-1002.93,-1.30,-1.94,-0.21,-26.85,-11.40,-70.80,29.0
2026/04/13 14:56:30.60,IMU,-13.18,-17.09,-1002.44,-0.14,-0.48,0.05,-26.70,-9.60,-68.40,29.1
2026/04/13 14:56:30.70,IMU,-14.16,-18.07,-1004.88,-1.73,-1.79,-2.54,-27.30,-10.20,-69.75,29.0
2026/04/13 14:56:30.80,IMU,-5.37,-29.30,-1019.53,-0.76,0.06,1.99,-27.45,-11.55,-70.65,29.1
2026/04/13 14:56:30.90,IMU,-14.65,-20.02,-1021.48,-2.65,1.61,-3.05,-27.90,-11.55,-71.10,28.8
2026/04/13 14:56:31.00,IMU,-7.81,-15.14,-999.51,-2.50,-0.11,-5.15,-27.15,-11.25,-71.10,29.1
2026/04/13 14:56:31.10,IMU,-11.23,-4.88,-1010.25,-3.18,-1.31,-0.27,-28.80,-10.95,-72.00,29.1
2026/04/13 14:56:31.20,IMU,-20.51,-24.41,-1011.23,-2.90,0.28,-5.20,-28.20,-12.00,-73.65,28.9
2026/04/13 14:56:31.30,IMU,-11.23,-1.95,-1003.42,-0.17,-2.86,2.50,-27.90,-11.55,-71.70,29.1
2026/04/13 14:56:31.40,IMU,-5.37,-19.53,-963.38,-1.78,-0.52,0.25,-27.90,-10.50,-73.20,28.8
2026/04/13 14:56:31.51,IMU,6.35,-9.77,-1003.42,-1.21,0.21,-0.93,-26.70,-12.00,-73.65,28.8
2026/04/13 14:56:31.61,IMU,-21.00,-19.53,-1010.25,0.50,1.60,0.31,-28.05,-10.65,-71.55,29.1
2026/04/13 14:56:31.71,IMU,-7.32,-6.35,-1006.35,-0.44,-2.92,-0.15,-26.70,-11.25,-70.35,29.1
2026/04/13 14:56:31.81,IMU,-2.93,-15.14,-999.02,0.08,-0.44,-0.22,-26.70,-10.80,-69.90,29.1
2026/04/13 14:56:31.91,IMU,-23.93,-20.51,-1009.28,-0.64,-0.67,-0.98,-27.30,-11.40,-70.50,28.9
2026/04/13 14:56:32.01,IMU,-23.44,-15.14,-999.02,-3.39,2.73,-1.59,-26.55,-12.15,-70.05,28.9
2026/04/13 14:56:32.11,IMU,-10.25,-11.72,-1014.65,-1.00,-1.97,-1.95,-27.90,-12.00,-70.35,29.1
2026/04/13 14:56:32.21,IMU,-11.23,-23.44,-1009.28,-2.94,-1.44,3.47,-26.85,-10.65,-69.75,29.0
2026/04/13 14:56:32.31,IMU,-18.07,-21.97,-996.58,-1.45,0.72,0.88,-27.60,-10.95,-70.05,29.1
2026/04/13 14:56:32.41,IMU,-19.53,-27.34,-1000.49,-2.08,-0.42,2.08,-26.85,-11.40,-69.75,29.0
2026/04/13 14:56:32.51,IMU,-15.14,-18.07,-1025.39,-3.51,-1.51,1.15,-27.15,-10.50,-71.40,28.9
2026/04/13 14:56:32.61,IMU,-12.21,-9.28,-1003.91,-1.60,-1.43,0.50,-26.70,-9.60,-70.35,29.0
2026/04/13 14:56:32.71,IMU,-8.79,-6.84,-998.05,-1.81,-0.90,-1.39,-27.45,-11.25,-69.90,29.1
2026/04/13 14:56:32.81,IMU,-17.58,-15.63,-1005.86,-0.66,-2.05,-0.15,-26.85,-10.65,-69.75,29.1
2026/04/13 14:56:32.91,IMU,-31.25,-31.25,-1014.16,-1.97,0.89,0.07,-27.30,-11.85,-69.30,29.1
2026/04/13 14:56:33.01,IMU,-17.09,-18.07,-1001.46,-2.67,-0.72,1.53,-26.70,-11.25,-68.40,29.0
2026/04/13 14:56:33.11,IMU,-12.70,-9.28,-1015.63,-1.13,-1.34,-1.18,-26.70,-11.25,-69.90,29.0
2026/04/13 14:56:33.21,IMU,-16.11,-4.39,-1012.21,-1.13,1.30,1.82,-26.70,-10.80,-70.35,29.1
2026/04/13 14:56:33.31,IMU,-14.16,-20.02,-1007.81,-1.66,-0.81,-3.87,-27.30,-10.95,-68.55,28.9
2026/04/13 14:56:33.41,IMU,-27.34,-26.86,-1014.65,-2.86,0.49,-1.06,-26.85,-12.60,-67.50,29.0
2026/04/13 14:56:33.51,IMU,-2.93,-14.16,-1003.91,-2.03,1.20,-2.39,-27.15,-12.45,-68.85,28.9
