Timestamp,Sensor,AccX,AccY,AccZ,GyrX,GyrY,GyrZ,MagX,MagY,MagZ,Temp
2026/04/13 14:56:30.00,IMU,68.36,-13.18,1007.81,-2.44,-0.43,-4.02,18.60,9.45,61.95,29.9
2026/04/13 14:56:30.10,IMU,51.76,-17.09,1227.05,1.00,-7.21,0.52,18.30,7.95,61.65,30.0
2026/04/13 14:56:30.20,IMU,21.48,-17.58,1016.60,-0.42,-0.94,-0.08,19.50,8.10,63.60,29.9
2026/04/13 14:56:30.30,IMU,48.83,-20.02,981.45,0.30,0.60,-0.59,19.20,8.10,63.60,29.9
2026/04/13 14:56:30.40,IMU,43.46,-15.14,995.12,0.46,2.54,-2.41,17.70,7.65,62.55,29.8
2026/04/13 14:56:30.50,IMU,55.66,-11.72,1005.37,-0.56,1.37,-1.99,19.80,9.00,62.25,29.9
2026/04/13 14:56:30.60,IMU,17.58,-21.48,993.16,-1.18,0.18,0.08,20.10,8.25,62.25,30.0
2026/04/13 14:56:30.70,IMU,35.64,-17.09,980.47,-3.97,-2.25,0.47,19.35,8.70,61.20,29.8
2026/04/13 14:56:30.80,IMU,13.18,-7.81,985.35,-1.66,1.40,-1.05,20.55,9.00,61.95,29.8
2026/04/13 14:56:30.90,IMU,40.53,-3.42,1014.16,-0.37,1.72,-1.63,17.70,8.10,60.30,29.9
2026/04/13 14:56:31.00,IMU,32.23,-5.86,993.16,-0.23,-1.92,0.15,19.50,8.55,61.35,29.9
2026/04/13 14:56:31.10,IMU,35.64,-19.53,993.16,-2.02,1.37,-0.53,19.95,9.60,61.35,29.8
2026/04/13 14:56:31.21,IMU,29.79,-27.34,1011.23,-3.67,-0.89,-0.95,20.25,8.85,61.80,29.9
2026/04/13 14:56:31.31,IMU,26.37,-15.14,1016.60,-2.95,2.28,-1.79,20.10,9.90,62.25,30.0
2026/04/13 14:56:31.41,IMU,13.18,-15.14,994.14,-2.69,0.65,1.25,21.60,9.45,60.15,29.9
2026/04/13 14:56:31.51,IMU,21.00,-2.93,1007.81,-0.44,1.00,-0.83,19.50,8.55,62.85,29.8
2026/04/13 14:56:31.61,IMU,13.18,-7.81,1021.00,-2.37,-0.21,0.02,19.95,8.85,60.60,29.9
2026/04/13 14:56:31.71,IMU,17.58,-7.32,1006.35,-3.35,-3.17,-2.21,19.20,7.65,60.60,29.9
2026/04/13 14:56:31.81,IMU,22.46,-8.30,1010.25,0.46,-0.50,-0.70,20.10,6.75,62.25,29.9
2026/04/13 14:56:31.91,IMU,4.39,-8.30,1000.00,-0.40,-1.03,-0.79,21.45,8.55,61.35,29.6
2026/04/13 14:56:32.01,IMU,26.37,-15.14,974.12,-4.56,0.79,-1.51,19.50,8.85,61.35,29.9
2026/04/13 14:56:32.11,IMU,-36.62,24.90,997.56,6.81,-1.02,-1.37,19.95,8.85,61.35,30.3
2026/04/13 14:56:32.21,IMU,49.32,-27.34,1003.42,-4.66,1.17,-3.94,21.00,8.85,61.35,29.9
2026/04/13 14:56:32.31,IMU,16.60,-19.53,1000.98,-4.82,-1.36,-1.55,19.35,8.70,61.65,30.0
2026/04/13 14:56:32.41,IMU,26.86,-4.39,1004.39,0.60,-0.61,0.66,19.50,9.60,61.80,30.0
2026/04/13 14:56:32.51,IMU,29.30,-21.48,995.12,3.60,0.77,4.03,19.80,9.00,61.20,30.1
2026/04/13 14:56:32.61,IMU,17.58,-5.37,1010.25,-0.78,0.41,-0.52,18.45,10.05,62.55,29.8
2026/04/13 14:56:32.71,IMU,8.30,-8.79,1004.88,-0.95,0.70,-0.92,19.95,8.10,60.60,29.9
2026/04/13 14:56:32.81,IMU,30.27,-17.09,1004.39,-1.61,0.30,-0.73,21.00,10.50,60.30,30.0
2026/04/13 14:56:32.91,IMU,41.02,-5.86,1016.60,-1.34,1.08,3.52,20.25,9.30,61.35,29.8
2026/04/13 14:56:33.01,IMU,23.44,-8.30,1008.79,-2.96,-1.15,-0.43,20.70,7.65,62.55,30.1
2026/04/13 14:56:33.11,IMU,28.32,-21.00,993.16,-2.31,-0.80,-0.07,20.55,9.00,60.90,30.0
2026/04/13 14:56:33.21,IMU,12.21,-24.90,1000.00,-3.06,0.00,-1.42,20.10,8.25,62.25,29.9
2026/04/13 14:56:33.31,IMU,31.74,-29.30,1001.95,-0.85,0.72,-1.72,20.70,8.55,60.30,29.6
2026/04/13 14:56:33.41,IMU,11.72,-17.58,1030.27,-0.05,-0.45,0.04,21.60,8.25,61.20,29.8
2026/04/13 14:56:33.51,IMU,4.88,-23.44,1010.74,-1.34,0.54,-2.94,18.60,8.70,59.70,30.1
